1019699|Calvin|Gallo|calvin.gallo@example.com|GOLD|HOME:337-555-5243|5030960,5807219,5866093,5884336,5930759,5940253,5962225,6013433,6019633,6022264,6224655,6253708,6296807,6404449,6471646,6551615|1178,474416,44169,706714
1020552|David|Dickerson|david.dickerson@example.com|SILVER|MOBILE:408-555-8769|5111290,5399221,5406358,5494514,5565207,5642145,5838545,5901268,6002299,6014703,6033239,6075535,6110841,6129595,6558759|988,232367,26304,394566
1020898|Troy|Dishman|td1960@example.com|SILVER|HOME:408-555-8651|5027858,5115818,5143001,5202052,5204041,5372314,5584868,5885614,5887673,5917576,6143176,6218538|119,227269,30761,369140
1024635|Noah|Padilla|noah.padilla@example.com|GOLD|WORK:916-555-5981|5194476,5306059,5324080,5376945,5563621,5579223,5582002,5658699,5760070,5764147,5932963,6024901,6031012,6050310,6172643,6233376,6438877|559,397159,49918,848617
1024732|Patty|Garcia|pgarcia@example.com|SILVER|MOBILE:916-555-8082|5312117,5408347,5500283,5526878,5527521,5779734,5853833,5992676,6008926,6018048,6342059,6399185,6570217,6605146|418,234597,40188,562645
1025247|Mary|Arredondo|ma1973@example.com|SILVER|HOME:915-555-4547|5530361,5809292,5814011,5957236,5957323,6117146,6134647,6182013,6191032,6276688,6307397,6316597,6317048,6335368,6369810,6570210,6649914|1309,230048,29883,508027
1025269|Patricia|Noble|patricia48@example.com|GOLD|WORK:209-555-3609|5037937,5049916,5091019,5784611,5858189,5890258,6155008,6208368,6291242|4019,473947,67331,605979
1027722|James|Pineda|jp1964@example.com|GOLD|HOME:916-555-5046|5160095,5179803,5228126,5236740,5372291,5448319,5459451,5588334,5690105,5779806,5955869,6015587,6079253,6087461,6090015,6198569,6431333,6479644,6517735|2468,472798,46500,883512
1027925|Margaret|Mills|margaret.mills@example.com|SILVER|MOBILE:916-555-9287,HOME:916-555-5512|5038003,5096735,5282727,5314021,5377713,5534937,5765838,5821021,5890119,5945787,6062490,6151829,6313828,6342268,6519204|2918,229329,32536,488042
1029005|Patricia|Hussey|hussey41@example.com|SILVER|HOME:512-555-2830|5037521,5268576,5367606,5805579,5912831,5979337,6008943,6019844,6078418,6095980,6121547,6166349,6166900,6315886,6373565,6477241,6512100,6523030,6541927|948,81959,18164,345120
1030776|Robert|Zayas|rzayas@example.com|SILVER|HOME:916-555-8949|5262067,5314233,5367279,5386842,5432882,5566912,5855464,5913732,5919365,5983709,6062459,6625694|19,227269,37055,444671
1030798|Felix|Wiles|fw1968@example.com|SILVER|HOME:415-555-6167|5174542,5228085,5295916,5493040,5500067,5770060,5799791,5870910,5962964,5976429,6146756,6351742,6405620|809,231118,27179,353336
1031211|Gregorio|Shafer|gs1954@example.com|SILVER|MOBILE:281-555-3954|5152372,5187878,5386455,5413781,5750279,5793105,5879028,5897634,6022644,6033042,6041868,6044280,6064499,6083691,6123723,6139402,6141909,6155347,6157353,6220205,6276305,6290983,6337704,6339828,6377251,6400529,6412408,6441514,6453508,6462838,6472134,6476546,6567388,6642273|508,45258,18457,627541
1031614|Nicole|Morgan|nicole.morgan@example.com|SILVER|MOBILE:510-555-9567|5221263,5321010,5489833,5707453,5876485,5996661,6006148,6027292,6041600,6274864,6584033|119,229718,32310,355410
1034224|Alan|Payton|apayton@example.com|SILVER|MOBILE:682-555-4032|5085364,5248998,5358496,5654464,5914108,5979814,5981366,6169065,6177196,6206146,6214909,6278106,6310323,6335585,6412389,6479496,6521047,6599338|3018,240707,30995,557919
1034816|Linda|Melendez|lm1971@example.com|GOLD|MOBILE:510-555-4812|5681958,5783411,5784574,5800666,6083034,6089132,6112461,6659732|49,471108,66258,530065
1034842|Martin|Bates|bates69@example.com|GOLD|MOBILE:916-555-3063|5002974,5013678,5094881,5113277,5351293,5414758,5632404,5779352,5804332,5845988,5848115,5899622,6009177,6120439,6310647,6534858,6564343|848,470398,64476,1096101
1035905|Albert|Earl|aearl@example.com|SILVER|MOBILE:408-555-1489|5027715,5145195,5528990,5594599,5683433,5683762,5683823,5735623,5785344,5845728,6052707,6120499,6157865,6359498,6417738,6499927|389,248964,25017,400284
1037482|Sarah|Dunlap|sarah.dunlap@example.com|GOLD|MOBILE:312-555-9315|5033956,5041255,5650514,5654034,5781126,5825024,5837765,5847657,5927531,6233459,6564823,6590697|1259,482638,60441,725292
1038345|Alice|James|james55@example.com|SILVER|WORK:281-555-0100|5515081,5556910,5816084,5825033,5846720,6009409,6063902,6093683,6126232,6208833,6218097,6220204,6316881,6382653,6435662,6491964,6592960,6600352|119,123336,20822,374812
1038872|Rose|Valentin|rv1953@example.com|SILVER|MOBILE:405-555-7013,HOME:405-555-9114|5598385,5854427,5890384,5929528,5944632,5945955,6077225,6156387,6164196,6166511,6173318,6176487,6252616,6289543,6319873,6328561,6370327,6432409,6454312,6471034,6497618,6553817|419,129718,25740,566293
1039086|Sara|Greco|sg1973@example.com|SILVER|HOME:405-555-2978|5829233,5860928,5891197,5963681,5984630,6032506,6106532,6127281,6179934,6192786,6222975,6275151,6289156,6607834|2858,129818,32701,457814
1039190|Amos|Powers|ap1990@example.com|SILVER|HOME:512-555-6129|5090534,5772132,5776273,5808818,5834969,5850318,5907691,5933581,5972588,6038953,6049951,6113971,6163655,6190893,6321041,6414130,6599522,6612636|329,91548,25050,450917
1039936|Rachel|Mccarthy|rm1977@example.com|SILVER|MOBILE:916-555-9737|5056440,5123212,5475909,5493697,5535734,5638460,5723008,5881477,5981135,6007963,6045419,6086077,6473143|379,274217,27495,357444
1040025|Cliff|Verduzco|cverduzco@example.com|SILVER|HOME:903-555-4816|5083335,5546407,5595662,5827306,5871858,5933951,5940570,6001991,6030602,6058032,6095868,6132885,6161325,6164292,6166547,6167447,6209236,6222812,6266084,6440708,6461452,6475205,6615814|379,52368,16913,389006
1040630|Fernando|Mcfadden|fmcfadden@example.com|SILVER|MOBILE:859-555-8622,HOME:859-555-3197|5359397,5437391,5511041,5704972,5860342,5942223,6049013,6132908,6148605,6311477,6468381|529,234448,28976,318741
1040807|Dorothy|Dillon|dorothy.dillon@example.com|SILVER|MOBILE:415-555-6013|5175893,5189914,5295963,5564044,5783344,5788380,5863078,6017613,6054847,6416144,6486185,6524905|49,131568,27834,334010
1041033|Lowell|Huntley|lhuntley@example.com|SILVER|MOBILE:281-555-2042,HOME:281-555-5540|5185728,5645241,5800361,5848664,5848971,5870728,5897774,5925986,5993729,6014957,6046838,6051708,6083874,6213671,6214483,6228672,6247651,6342294|1999,229628,22480,404641
1041527|Eileen|Castillo|ec1977@example.com|SILVER|MOBILE:281-555-2240|5234897,5339562,5417263,5526367,5804456,5831576,5865263,5891971,5917107,5917333,5939912,5997607,6003770,6078676,6105005,6151063,6194790,6326703,6334115,6453212,6461663,6492801,6517497,6633841,6645737|539,170247,28614,715369
1041961|Robert|Mcnulty|mcnulty84@example.com|SILVER|WORK:281-555-5556|5565457,5803616,5818122,5942607,5960150,5987895,6144522,6146354,6147795,6151894,6161250,6258784,6304810,6322974,6450411,6459948,6611423,6626053|2238,187625,27714,498860
1042288|Wanda|Clark|wc1953@example.com|SILVER|WORK:504-555-2943|5072053,5224125,5760548,5901742,5949237,5959391,5964601,5969704,6015526,6017962,6026354,6038773,6044539,6079365,6087900,6110704,6126031,6133997,6161597,6177919,6213802,6221546,6239742,6248384,6300854,6315259,6367388,6480986|469,53128,13150,368209
1044101|Christine|Richerson|cr1945@example.com|SILVER|MOBILE:915-555-6300|5187951,5293697,5629034,5788225,5826164,5859361,5886782,5911219,6023323,6029141,6054144,6078766,6127061,6157832,6160444,6366384,6369440,6410509,6450727,6481421,6589574,6623388,6627942|2218,229329,23000,529002
1045102|Roberto|O'Neil|ro'neil@example.com|SILVER|HOME:409-555-0773|5709241,5840723,5841834,5858904,5892343,5904635,5950673,5960608,6007794,6105696,6177225,6201346,6208389,6219451,6240108,6345451,6375089,6405311,6427163,6539293|1369,99958,22664,453281
1045971|Sarah|Maldonado|sarah.maldonado@example.com|SILVER|WORK:414-555-9364|5226700,5370891,5507621,5528980,5680779,5822672,5851770,5881506,6008355,6086942,6113638,6188915,6191424,6229650,6263874,6424937,6502963|2839,230588,27615,469466
1047509|Susan|Anthony|santhony@example.com|GOLD|WORK:415-555-3334|5068408,5159319,5181188,5218158,5482543,5660715,5804669,5833230,5890857,6065403,6169557,6307150,6385145|1939,470019,53241,692138
1048239|Johnathan|Romine|jr1993@example.com|GOLD|MOBILE:915-555-8005|5022787,5466064,5662219,5799638,5836134,5850607,5850854,5999010,6085610,6100532,6185299,6216065,6251607,6258093,6274995,6354085,6382466,6436961,6449078,6534278,6605162,6652762|698,471318,37725,829955
1048645|Terri|Clements|terri.clements@example.com|SILVER|HOME:210-555-6414|5681002,5854708,5887957,5926996,5946589,6013999,6016917,6095247,6145003,6149603,6164754,6181410,6185572,6291794,6302471,6356095,6365009,6453503,6460898,6466561|499,81959,18841,376825
1049376|Regina|Wells|rw1963@example.com|SILVER|MOBILE:281-555-2309,HOME:281-555-5988|5684773,5844092,5903579,5919262,5940371,6000689,6004026,6082881,6088612,6097155,6097656,6247196,6282998,6332860,6361365,6497026,6498033,6513604,6605843|3148,76948,21625,410890
1053607|Elizabeth|Bunn|elizabeth.bunn@example.com|SILVER|MOBILE:408-555-1447,HOME:408-555-9730|5069507,5103040,5106406,5180482,5265409,5269019,5407138,5410375,5451526,5618976,5685055,5875531,5944448,5975569,6012765,6026198,6068643,6094707,6262387,6417111,6566910,6567808|2168,228638,24207,532554
1054412|Barbara|Cahill|bcahill@example.com|SILVER|WORK:512-555-9317|5488344,5827024,5879050,5883116,5889727,5906561,5932142,5965310,5970628,6012891,6053225,6112907,6126316,6140087,6152715,6163726,6170414,6187469,6205368,6237339,6272467,6370491,6374240,6454496,6501582,6525304,6586794,6604808|1828,49368,17683,495144
1054845|Heather|Bowens|heather73@example.com|SILVER|WORK:512-555-6875|5501538,5777372,5813662,5834047,5867897,5895248,5933964,5943047,6029758,6054337,6064643,6085664,6105961,6117548,6130215,6130480,6178167,6199954,6222418,6258396,6272246,6431390,6467929,6515981|399,62848,21464,515142
1054849|Lori|Cobb|lcobb@example.com|SILVER|MOBILE:210-555-4458,HOME:210-555-8367|5065271,5182293,5232013,5776765,5794436,5794920,5806949,5821141,5835110,5903700,5926871,5942358,5957502,5965491,5974027,6102121,6108035,6199708,6302257,6316306,6383457,6400537,6518370,6529104,6554561,6564321,6601683|599,62469,17834,481533
1054875|Louie|Galloway|louie62@example.com|SILVER|MOBILE:303-555-8047|5038866,5234782,5483677,5781740,5792749,5861722,5908966,6006518,6029424,6129414,6292381,6539625,6539992|1689,229329,30007,390096
1055178|Lucinda|Frey|lucinda87@example.com|SILVER|HOME:214-555-8788|5147782,5170704,5309728,5748024,5807759,5845771,5847776,5893730,5927997,5982920,6022711,6061453,6140721,6163235,6182414,6216008,6224355,6354511,6373607,6398000,6559685,6625998,6631783|809,228228,24154,555542
1055314|Jennifer|Ellison|ellison88@example.com|GOLD|MOBILE:210-555-8284,WORK:210-555-4518|5308045,5777464,5798420,5799733,5807591,5859929,5861182,5887800,5927014,5937810,6008051,6011553,6018071,6043674,6050204,6051301,6052102,6090024,6256103,6461132,6555571,6611934,6640290,6647202,6652998|419,410378,33241,831029
1056403|Charles|Titus|ct1945@example.com|GOLD|MOBILE:916-555-3325|5076067,5599234,5608886,5639241,5876528,6076082,6096397,6128826,6141523,6177308,6208065,6217525,6235826,6290312,6420790,6490227,6605950|1058,478918,41962,713368
1056775|Sonny|Flick|sonny.flick@example.com|GOLD|HOME:408-555-6517|5278637,5280212,5341242,5542488,5747913,5804943,5952874,6042194,6094746,6168611,6317058,6603049|2129,470578,58959,707515
1057132|Christina|Belcher|cb1991@example.com|SILVER|HOME:405-555-1172|5087060,5150958,5313036,5733994,5772776,5812819,5837061,5867323,5878928,5915629,5920714,5928632,5991747,6041507,6045056,6067507,6085724,6116659,6143092,6157918,6159656,6163666,6184663,6199133,6221683,6265364,6571569,6662133|59,69087,15935,446207
1058426|Kristina|Lillie|kl1989@example.com|SILVER|WORK:415-555-3923|5042634,5116851,5160166,5288472,5406234,5896216,5919981,6048436,6068571,6134810,6440480,6484266,6631367|4598,230048,44928,584072
1058440|Terry|Stoops|tstoops@example.com|SILVER|WORK:281-555-6862|5811348,5827963,5852126,5893589,5895479,5986246,5987903,5995988,5997772,6009699,6032780,6117281,6172564,6196937,6265901,6341975,6602498|2088,49698,20129,342197
1058666|Mary|Okeefe|mo1982@example.com|SILVER|HOME:916-555-3611|5193753,5463484,5579270,5614632,5619213,5721127,5792836,5843651,5878904,5936352,5957410,5960190,5960831,6005707,6022586,6052120,6362351|3368,69327,25642,435924
1058764|Marla|Craig|mcraig@example.com|SILVER|HOME:281-555-2585|5062898,5377510,5478457,5724376,5794442,5815355,5906551,5947832,6002225,6049922,6136989,6138232,6158360,6175486,6185437,6210888,6229299,6243745,6254024,6342456,6353492,6376434,6387683,6387860,6439404,6495979,6507113,6544659,6654266,6659424|59,87487,20368,611055
1058875|Michael|Bauer|mb1955@example.com|SILVER|WORK:209-555-2355|5006520,5218230,5354911,5361703,5508469,5681199,5836948,6019940,6021485,6045486,6081517,6193834,6509180|509,252028,35829,465782
1059049|Celeste|Bean|cb1975@example.com|SILVER|WORK:214-555-0631|5083419,5172171,5528324,5552479,5786468,5798243,5827156,5841452,5844077,5875106,5984099,6057846,6090726,6111123,6120047,6242085,6244062,6289631,6320599,6395863,6401655,6417066,6434852,6439777,6591356|389,231218,25434,635871
1060117|Elizabeth|Salinas|es1992@example.com|SILVER|WORK:408-555-9040|5216183,5319593,5379175,5420642,5522442,5769127,5781301,5834425,5901406,5920155,5961378,6014603,6163981,6196196,6236097,6344225|609,276848,25999,415993
1061380|Kayla|Davenport|kd1973@example.com|SILVER|MOBILE:281-555-3370|5818199,5838244,5855836,5878164,5885083,5917921,5921206,5985368,6062458,6065908,6137479,6138909,6165467,6167668,6203418,6242395,6257212,6273632,6276835,6300872,6327984,6348895,6426016,6506843,6521744,6578550|1128,138327,19729,512966
1063154|Franklin|Robertson|frobertson@example.com|SILVER|MOBILE:214-555-6730|5358250,5828319,5862919,5904079,5956255,6031610,6082061,6145203,6177780,6189550,6196059,6268921,6445357,6452652,6507643,6560347,6617573,6623294|599,63858,19471,350494
1065307|Gerald|Lance|gl1942@example.com|GOLD|WORK:408-555-1752|5011221,5196511,5352437,5380623,5410727,5463341,5531441,5666851,5893582,5976099,5992800,6048413,6111743,6162445,6458838|428,470019,42662,639932
1065308|Steven|Vergara|vergara64@example.com|SILVER|MOBILE:408-555-1799|5108492,5157704,5229209,5398004,5424524,5528855,5553814,5668985,5855034,5866247,5891704,5941187,6024462,6132669,6166167,6198080,6204991|2928,58086,24997,424952
1065594|Amelia|Leavitt|al1975@example.com|SILVER|HOME:915-555-5849|5364360,5483889,5789322,5855208,5857062,5891055,5895557,5901044,5933898,5942444,5961712,5993087,6003502,6109386,6205853,6218263,6243057,6263747,6278042,6314072,6339721,6411271,6479526,6507564,6569528,6639937|399,74898,23847,620038
1066182|Eric|Suggs|es1959@example.com|SILVER|WORK:408-555-5071|5029760,5245176,5361533,5443185,5531321,5586705,5663541,5827065,5862066,5951477,5979942,6048694,6191282,6195793,6322484,6359793,6431636,6570622|59,136108,25642,461564
1066560|Florence|Mccown|fmccown@example.com|SILVER|WORK:210-555-3660|5173687,5550696,5735225,5806069,5813910,5882109,5920583,5936930,5976615,6018436,6052699,6073871,6082814,6085580,6109433,6192050,6275102,6383336,6401852,6414586|1889,229329,24095,481910
1066915|Ryan|Mckay|ryan.mckay@example.com|SILVER|WORK:925-555-0603|5051771,5368771,5630915,5802344,5831969,5873573,6090490,6153331,6192769,6208204,6447431,6616497|3148,227848,37064,444768
1067237|Joesph|Cannon|joesph.cannon@example.com|SILVER|HOME:214-555-0521|5017322,5526002,5579979,5772310,5799183,5805721,5872995,5913170,5990750,6019036,6103984,6109282,6164496,6167164,6199494,6202894,6232671,6296158,6326575,6338217,6464899,6544158,6559448|1238,83338,19830,456111
1067758|Homer|Shipp|homer78@example.com|SILVER|HOME:214-555-2796|5135569,5787046,5839578,5850695,5855156,5877194,5949870,5983923,6051409,6067191,6165533,6167273,6359632,6380983,6432157,6442293,6526854,6623153|1928,137146,30101,541827
1070220|Charles|Benton|cb1971@example.com|GOLD|WORK:405-555-7094|5038956,5242097,5535250,5773056,5901028,5934639,5977179,6009371,6037310,6072523,6076630,6077207,6141440,6157098,6255163,6306513,6381057,6396990,6436407,6458873,6560481,6607951|2358,473897,39323,865113
1070567|Willie|Wagner|wwagner@example.com|PLATINUM|MOBILE:210-555-1692|5040414,5714730,5801470,5832280,5840228,5864200,5876873,5891510,5897183,5908759,5914981,6015470,6099554,6116281,6161726,6269641,6315346,6357221,6481600,6485838,6511352,6595308,6623665|509,472128,50632,1164549
1071060|Evelyn|Suarez|evelyn.suarez@example.com|SILVER|HOME:512-555-1943|5018819,5086482,5155463,5201929,5523836,5541337,5547924,5800909,5841252,5848419,5907500,5930213,6019466,6026356,6044754,6063131,6078041,6098547,6111011,6111878,6122835,6129940,6140652,6214863,6247557,6385599,6393987,6598548|509,72765,18250,511003
1071178|Philip|Baker|pb1989@example.com|SILVER|MOBILE:318-555-2609,WORK:318-555-7361|5017097,5793726,5970270,5992539,6096964,6116411,6120053,6176519,6179309,6185507,6200570,6216688,6219376,6316906,6330999,6396513,6498084,6535167,6582946|409,72987,21793,414070
1072233|Bonnie|Seiler|bseiler@example.com|SILVER|MOBILE:405-555-1667,WORK:405-555-6196|5049657,5385275,5523195,5813005,5857655,5904197,5906653,5920353,5948026,5950644,5954266,5964420,5974455,6009863,6037380,6052172,6096937,6097723,6116291,6133343,6149645,6151115,6287845,6381272,6514735,6562696,6575701,6644422|898,50029,14702,411657
1072386|Bobby|Donovan|bd1974@example.com|SILVER|MOBILE:469-555-8402|5772409,5779860,5852511,5994566,5996162,6020558,6044863,6143133,6172005,6342853,6347252,6484230,6643296|509,129219,30337,394385
1073739|Lester|Gabbard|lg1979@example.com|SILVER|MOBILE:415-555-5291|5375191,5425999,5609130,5616810,5799362,5927015,6021413,6123587,6194761,6347747,6565220|389,233375,37350,410856
1074500|Corinne|Lyman|corinne.lyman@example.com|GOLD|HOME:408-555-5687|5110910,5149368,5256772,5557589,5787353,5866156,5887811,5931107,6060572,6062597,6423964,6497612,6516015,6600848|309,471008,49296,690152
1074526|Nancy|Stephenson|ns1959@example.com|SILVER|HOME:214-555-9673|5560249,5831745,5843523,5849001,5861783,5865202,5883441,5941857,5947254,5993910,5998697,6086792,6087287,6184435,6199819,6327195,6382820,6393136,6393605,6395068,6396407,6425680,6485182,6543871,6608655|1688,65857,20727,518178
1075911|Andrea|Rollins|ar1979@example.com|GOLD|MOBILE:210-555-5565|5184473,5627647,5813664,5816766,5824874,5852867,5882577,5887660,5892965,5905876,5924239,5938177,5949414,5951630,5954374,6054755,6055189,6056332,6066058,6071708,6178087,6198491,6298061,6366494,6395687,6428556,6436045,6603156|1798,227908,28346,793694
1075969|Amanda|Browning|browning66@example.com|SILVER|MOBILE:650-555-2873|5170585,5252082,5295293,5397811,5441404,5490736,5556885,5749038,5774861,5851521,5894906,5985309,5994390,6068763,6159116,6161955,6307902,6523947|3388,49967,21772,391903
1076055|Howard|Mayo|hm1955@example.com|SILVER|MOBILE:701-555-4366,WORK:701-555-9869|5384212,5964474,5995496,6048534,6098294,6111434,6375025|3658,235498,51676,361738
1076614|Scott|Pressley|scott.pressley@example.com|GOLD|WORK:209-555-2543|5532319,5823758,5953857,6097812,6113666,6213455,6436999|1509,473037,77389,541724
1076911|Kenneth|Montoya|kenneth.montoya@example.com|SILVER|MOBILE:281-555-8959|5039233,5158916,5785594,5820408,5822647,5832092,5856369,5881574,5938003,5969850,6023166,6052720,6154315,6161157,6187667,6195294,6211675,6409871,6437022,6450056,6616809,6631873|539,55577,17307,380765
1078067|Anthony|Chatman|anthony.chatman@example.com|SILVER|HOME:210-555-1885|5001614,5319827,5513806,5790914,5906950,6027388,6035932,6058097,6064561,6071947,6125067,6188983,6191530,6278761,6327504,6381572,6479335,6484121,6557552,6565589,6569280,6589277,6610403|3019,61607,19468,447769
